predicate,edge_sab,edge_count
inverse_existence_starts_and_ends_during,UBERON_BASE,14
inverse_existence_starts_during,UBERON_BASE,14
inverse_bspo_0000098,UBERON_BASE,14
results_in_transport_to_from_or_in,MP,14
inverse_results_in_transport_to_from_or_in,MP,14
existence_starts_and_ends_during,UBERON_BASE,14
bspo_0000108,UBERON_BASE,14
existence_starts_during,UBERON_BASE,14
bspo_0000098,UBERON_BASE,14
development_type_of,FMA,13
has_possibly_included_surgical_extent,CPT,13
cell_type_is_associated_with_eo_disease,NCI,13
surgical_extent_of_possibly_included,CPT,13
eo_disease_has_associated_cell_type,NCI,13
has_development_type,FMA,13
inverse_bspo_0015014,UBERON_BASE,13
inverse_has_component,UBERON_BASE,13
concretizes,OBI,13
inverse_has_potential_to_developmentally_contribute_to,UBERON_BASE,13
inverse_site_of,UBERON_BASE,13
immediately_superficial_to,MP,13
is_concretized_as,OBI,13
inverse_has_characterizing_marker_set,MP,13
has_member,MP,13
starts_with,MP,13
has_end_location,MP,13
inverse_immediately_superficial_to,MP,13
has_characterizing_marker_set,MP,13
member_of,MP,13
is_contact_information_about,OBIB,13
inverse_is_contact_information_about,OBIB,13
inverse_has_not_completed,MP,13
has_not_completed,MP,13
bspo_0015014,UBERON_BASE,13
site_of,UBERON_BASE,13
has_potential_to_developmentally_contribute_to,UBERON_BASE,13
adjacent_to,CL,13
has_component,UBERON_BASE,13
starts,MP,13
axon_synapses_in,CL,13
inverse_has_end_location,MP,13
inverse_adjacent_to,CL,13
inverse_axon_synapses_in,CL,13
isa,FALDO,13
inverse_isa,FALDO,13
inverse_sexually_homologous_to,UBERON_BASE,12
inverse_bspo_0000107,UBERON_BASE,12
inverse_bspo_0000102,UBERON_BASE,12
inverse_has_potential_to_developmentally_contribute_to,MP,12
anterior_to,MP,12
inverse_bspo_0000096,UBERON_BASE,12
has_potential_to_developmentally_contribute_to,MP,12
in_posterior_side_of,MP,12
inverse_anterior_to,MP,12
inverse_in_posterior_side_of,MP,12
sexually_homologous_to,UBERON_BASE,12
bspo_0000096,UBERON_BASE,12
bspo_0000102,UBERON_BASE,12
bspo_0000107,UBERON_BASE,12
dataset_involves_cell_type,4DN,12
dataset_has_file,4DN,12
inverse_dataset_involves_cell_type,4DN,12
inverse_dataset_has_file,4DN,12
MTH_SMQ,,11
procedure_may_have_partially_excised_anatomy,NCI,11
partially_excised_anatomy_may_have_procedure,NCI,11
role_is_parent_of,NCI,11
role_has_parent,NCI,11
inverse_bspo_0001113,UBERON_BASE,11
inverse_simultaneous_with,UBERON_BASE,11
existence_starts_and_ends_during,MP,11
existence_starts_during,MP,11
inverse_existence_starts_during,MP,11
inverse_existence_starts_and_ends_during,MP,11
simultaneous_with,UBERON_BASE,11
bspo_0001113,UBERON_BASE,11
isa,REACTOME_VS,11
inverse_isa,REACTOME_VS,11
develops_from,EMAPA,11
develops_into,EMAPA,11
must_contain,HUBMAP,11
inverse_must_contain,HUBMAP,11
must_contain,SENNET,11
inverse_must_contain,SENNET,11
XM,,10
data_element_of,NCI,10
intent_of,SNOMEDCT_VET,10
has_data_element,NCI,10
route_of_administration_of_possibly_included,CPT,10
has_possibly_included_route_of_administration,CPT,10
has_intent,SNOMEDCT_VET,10
inverse_site_of,MP,10
deep_to,MP,10
preceded_by,MP,10
precedes,MP,10
inverse_deep_to,MP,10
dorsal_to,MP,10
is_member_of_organization,OBIB,10
inverse_is_member_of_organization,OBIB,10
site_of,MP,10
directly_develops_from,CL,10
inverse_disease_responds_to,EFO,10
inverse_dorsal_to,MP,10
directly_develops_into,CL,10
disease_responds_to,EFO,10
has_fig2_agg_assay_type,HUBMAP,10
inverse_has_fig2_agg_assay_type,HUBMAP,10
has_fig2_agg_assay_type,SENNET,10
inverse_has_fig2_agg_assay_type,SENNET,10
CR,,9
has_focus,SNOMEDCT_VET,9
disease_may_have_normal_tissue_origin,NCI,9
has_excluded_associated_finding,CPT,9
has_excluded_patient_type,CPT,9
has_specimen_source_morphology,SNOMEDCT_VET,9
may_be_normal_tissue_origin_of_disease,NCI,9
patient_type_of_excluded,CPT,9
has_owning_section,HL7V3.0,9
specimen_source_morphology_of,SNOMEDCT_VET,9
associated_finding_of_excluded,CPT,9
focus_of,SNOMEDCT_VET,9
owning_section_of,HL7V3.0,9
inverse_protects,UBERON_BASE,9
inverse_develops_in,UBERON_BASE,9
has_participant,UBERON_BASE,9
lacks_part,MP,9
synapsed_by,MP,9
inverse_bspo_0000099,UBERON_BASE,9
in_anterior_side_of,MP,9
has_part,PATO_BASE,9
synapsed_to,MP,9
part_of,PATO_BASE,9
protects,UBERON_BASE,9
develops_in,UBERON_BASE,9
bspo_0000099,UBERON_BASE,9
participates_in,UBERON_BASE,9
inverse_isdemonymof,EFO,9
develops_into,EFO,9
inverse_lacks_part,MP,9
isdemonymof,EFO,9
develops_from,EFO,9
inverse_in_anterior_side_of,MP,9
has_active_metabolites,MED-RT,8
has_dependent,SNOMEDCT_US,8
indirect_morphology_of,MEDCIN,8
has_indirect_morphology,MEDCIN,8
active_metabolites_of,MED-RT,8
has_specimen_procedure,MEDCIN,8
specimen_procedure_of,MEDCIN,8
dependent_of,SNOMEDCT_US,8
inverse_bspo_0001106,UBERON_BASE,8
indirectly_supplies,MP,8
inverse_developmentally_replaces,UBERON_BASE,8
simultaneous_with,MP,8
inverse_superficial_to,MP,8
directly_develops_from,MP,8
superficial_to,MP,8
bspo_0001106,UBERON_BASE,8
inverse_indirectly_supplies,MP,8
inverse_simultaneous_with,MP,8
directly_develops_into,MP,8
developmentally_replaces,UBERON_BASE,8
hasfunctionalcircuitrolephenotype,NPOSKCAN,8
inverse_hasfunctionalcircuitrolephenotype,NPOSKCAN,8
part_of,PAZ,8
has_part,PAZ,8
CU,,7
VSY,,7
CO,,7
GLP,,7
energy_used_by,MEDCIN,7
has_fusion,FMA,7
adheres_to,FMA,7
uses_energy,MEDCIN,7
filling_of,SNOMEDCT_US,7
fusion_of,FMA,7
has_adherent,FMA,7
has_filling,SNOMEDCT_US,7
inverse_bspo_0001100,UBERON_BASE,7
immediately_precedes,UBERON_BASE,7
capable_of,OBI,7
in_superficial_part_of,MP,7
inverse_capable_of,OBI,7
inverse_bspo_0020001,UBERON_BASE,7
intersects_midsagittal_plane_of,MP,7
has_temporal_occupant,OBIB,7
has_disposition_to_bind,OBIB,7
inverse_developmentally_replaces,MP,7
inverse_has_temporal_occupant,OBIB,7
inverse_has_disposition_to_bind,OBIB,7
sexually_homologous_to,MP,7
reciprocal_of,PATO_BASE,7
inverse_reciprocal_of,PATO_BASE,7
phenotype_of,EFO,7
immediately_preceded_by,UBERON_BASE,7
transmitted_by,EFO,7
developmentally_replaces,MP,7
bspo_0001100,UBERON_BASE,7
bspo_0020001,UBERON_BASE,7
has_phenotype,EFO,7
inverse_in_superficial_part_of,MP,7
inverse_intersects_midsagittal_plane_of,MP,7
inverse_transmitted_by,EFO,7
inverse_sexually_homologous_to,MP,7
inverse_disease_has_feature,EFO,7
disease_has_feature,EFO,7
catalysis,WP,7
inverse_catalysis,WP,7
PQ,,6
procedure_may_have_completely_excised_anatomy,NCI,6
ingredient_qualitative_strength_of,SNOMEDCT_US,6
has_ingredient_qualitative_strength,SNOMEDCT_US,6
completely_excised_anatomy_may_have_procedure,NCI,6
merges_with,FMA,6
inverse_existence_starts_with,UBERON_BASE,6
inverse_bspo_0001101,UBERON_BASE,6
inverse_bspo_0015101,UBERON_BASE,6
inverse_confers_advantage_in,UBERON_BASE,6
provides_service_consumer_with,OBI,6
inverse_provides_service_consumer_with,OBI,6
inverse_attached_to_part_of,MP,6
ventral_to,MP,6
located_in,OBIB,6
has_quality,OBIB,6
location_of,OBIB,6
inverse_ventral_to,MP,6
quality_of,OBIB,6
in_dorsal_side_of,MP,6
towards,PATO_BASE,6
existence_starts_with,MP,6
inverse_towards,PATO_BASE,6
attached_to_part_of,MP,6
bspo_0015101,UBERON_BASE,6
preceded_by,HSAPDV,6
bspo_0001101,UBERON_BASE,6
precedes,HSAPDV,6
existence_starts_with,UBERON_BASE,6
inverse_in_dorsal_side_of,MP,6
inverse_disease_causes_dysfunction_of,EFO,6
disease_causes_dysfunction_of,EFO,6
confers_advantage_in,UBERON_BASE,6
preaxialmost_part_of,MP,6
inverse_existence_starts_with,MP,6
inverse_preaxialmost_part_of,MP,6
no_assertion__scoring_group_absence,CLINGEN,6
inverse_no_assertion__scoring_group_absence,CLINGEN,6
BR,,5
CV,,5
temporal_context_of,MEDCIN,5
surgical_extent_of_excluded,CPT,5
has_excluded_surgical_extent,CPT,5
occurs_before,SNOMEDCT_VET,5
has_temporal_context,MEDCIN,5
right_medial_to,FMA,5
right_lateral_to,FMA,5
left_medial_to,FMA,5
occurs_after,SNOMEDCT_VET,5
left_lateral_to,FMA,5
inverse_bspo_0015102,UBERON_BASE,5
has_value_specification,OBI,5
inverse_bspo_0001115,UBERON_BASE,5
bound_to,OBI,5
inverse_bspo_0001108,UBERON_BASE,5
inverse_existence_ends_with,UBERON_BASE,5
in_ventral_side_of,MP,5
develops_in,MP,5
inverse_develops_from_part_of,UBERON_BASE,5
inverse_has_value_specification,OBI,5
inverse_bound_to,OBI,5
reciprocal_of,MP,5
posterior_to,MP,5
concretizes,OBIB,5
has_grain,OBIB,5
inverse_existence_ends_with,MP,5
is_concretized_as,OBIB,5
inverse_has_grain,OBIB,5
inverse_posterior_to,MP,5
has_cross_section,PATO_BASE,5
protects,MP,5
inverse_has_cross_section,PATO_BASE,5
existence_ends_with,MP,5
bspo_0001115,UBERON_BASE,5
capable_of_part_of,CL,5
develops_from_part_of,UBERON_BASE,5
inverse_reciprocal_of,MP,5
inverse_develops_in,MP,5
bspo_0001108,UBERON_BASE,5
existence_ends_with,UBERON_BASE,5
overlaps,CL,5
inverse_in_ventral_side_of,MP,5
bspo_0015102,UBERON_BASE,5
inverse_capable_of_part_of,CL,5
inverse_overlaps,CL,5
inverse_only_in_taxon,EFO,5
inverse_protects,MP,5
only_in_taxon,EFO,5
IVC,,4
has_surface_texture,SNOMEDCT_US,4
mapped_to,HCDT,4
has_connection_type,FMA,4
has_single_level_category,CCS,4
has_route_of_administration,SNOMEDCT_VET,4
mapped_from,HCDT,4
has_multi_level_category,CCS,4
has_owning_affiliate,HL7V3.0,4
surface_texture_of,SNOMEDCT_US,4
owning_affiliate_of,HL7V3.0,4
inherent_3d_shape_of,FMA,4
connection_type_of,FMA,4
route_of_administration_of,SNOMEDCT_VET,4
has_inherent_3d_shape,FMA,4
inverse_functionally_related_to,UBERON_BASE,4
inverse_filtered_through,UBERON_BASE,4
inverse_anastomoses_with,UBERON_BASE,4
has_study_design,OBI,4
has_organization_member,OBI,4
inverse_bspo_0000100,UBERON_BASE,4
inverse_in_innermost_side_of,UBERON_BASE,4
distalmost_part_of,MP,4
inverse_indirectly_supplies,UBERON_BASE,4
inverse_has_study_design,OBI,4
has_component,MP,4
inverse_has_organization_member,OBI,4
inverse_has_component,MP,4
inverse_in_outermost_side_of,UBERON_BASE,4
inverse_functionally_related_to,MP,4
inverse_attached_to_part_of,UBERON_BASE,4
develops_from_part_of,MP,4
inverse_develops_from_part_of,MP,4
type,OBIB,4
inverse_distalmost_part_of,MP,4
inverse_type,OBIB,4
has_cross_section,MP,4
in_outermost_side_of,UBERON_BASE,4
inverse_has_cross_section,MP,4
in_deep_part_of,MP,4
is_executed_in,EFO,4
inverse_is_executed_in,EFO,4
is_unit_of,EFO,4
attached_to_part_of,UBERON_BASE,4
inverse_in_deep_part_of,MP,4
functionally_related_to,UBERON_BASE,4
indirectly_supplies,UBERON_BASE,4
functionally_related_to,MP,4
filtered_through,UBERON_BASE,4
anastomoses_with,UBERON_BASE,4
bspo_0000100,UBERON_BASE,4
in_innermost_side_of,UBERON_BASE,4
postaxialmost_part_of,MP,4
inverse_postaxialmost_part_of,MP,4
inverse_is_unit_of,EFO,4
x_linked_inheritance,CLINGEN,4
inverse_x_linked_inheritance,CLINGEN,4
SCALE,,3
has_modification,SNOMEDCT_VET,3
component_of_excluded,CPT,3
has_expanded_form,ICD9CM,3
has_full_grown_phenotype,FMA,3
expanded_form_of,ICD10CM,3
allele_plays_role_in_metabolism_of_chemical_or_drug,NCI,3
has_excluded_component,CPT,3
expanded_form_of,ICD9CM,3
chemical_or_drug_metabolism_is_associated_with_allele,NCI,3
anatomical_entity_observed_in,FMA,3
full_grown_phenotype_of,FMA,3
procedure_context_of,MEDCIN,3
has_procedure_context,MEDCIN,3
has_expanded_form,ICD10CM,3
has_observed_anatomical_entity,FMA,3
is_modification_of,SNOMEDCT_VET,3
immediately_preceded_by,OBI,3
located_in,OBI,3
is_specified_input_of,OBI,3
specifies_value_of,OBI,3
immediately_precedes,OBI,3
ends_with,MP,3
filtered_through,MP,3
location_of,OBI,3
inverse_is_specified_input_of,OBI,3
starts_with,UBERON_BASE,3
proximal_to,MP,3
inverse_specifies_value_of,OBI,3
results_in_fission_of,MP,3
inverse_serially_homologous_to,UBERON_BASE,3
has_organization_member,OBIB,3
has_value_specification,OBIB,3
inverse_has_organization_member,OBIB,3
inverse_has_value_specification,OBIB,3
ends,MP,3
lumen_of,MP,3
starts,UBERON_BASE,3
inverse_lumen_of,MP,3
has_target_end_location,CL,3
has_output,EFO,3
occurs_in,EFO,3
towards,EFO,3
has_synaptic_terminal_in,CL,3
inverse_proximal_to,MP,3
inverse_results_in_fission_of,MP,3
proximalmost_part_of,MP,3
inverse_filtered_through,MP,3
inverse_has_target_end_location,CL,3
inverse_towards,EFO,3
has_synaptic_terminal_of,CL,3
inverse_proximalmost_part_of,MP,3
serially_homologous_to,UBERON_BASE,3
inverse_increased_in_magnitude_relative_to,EFO,3
output_of,EFO,3
increased_in_magnitude_relative_to,EFO,3
contains_process,EFO,3
inverse_hasancestrystatus,EFO,3
hasancestrystatus,EFO,3
x_linked_inheritance_dominant_hp_0001423,CLINGEN,3
inverse_x_linked_inheritance_dominant_hp_0001423,CLINGEN,3
context,UNIPROT,3
inverse_context,UNIPROT,3
hasspace,NPOSKCAN,3
inverse_hasspace,NPOSKCAN,3
direct_cell_shape_of,FMA,2
has_segmental_composition,FMA,2
has_permuted_term,MSH,2
may_inhibit_effect_of,MED-RT,2
has_direct_cell_shape,FMA,2
segmental_composition_of,FMA,2
location_of,FMA,2
part_referred_to_by,SNOMEDCT_US,2
locale_of_excluded,CPT,2
effect_may_be_inhibited_by,MED-RT,2
uses_substance,SNOMEDCT_VET,2
has_excluded_locale,CPT,2
has_location,FMA,2
substance_used_by,SNOMEDCT_VET,2
relative_to_part_of,SNOMEDCT_US,2
inverse_bspo_0000124,UBERON_BASE,2
is_member_of_organization,OBI,2
adjacent_to,OBI,2
has_member,OBI,2
permuted_term_of,MSH,2
inverse_is_member_of_organization,OBI,2
inverse_lumen_of,UBERON_BASE,2
inverse_adjacent_to,OBI,2
inverse_bspo_0000097,UBERON_BASE,2
member_of,OBI,2
inverse_distal_to,MP,2
inverse_in_distal_side_of,MP,2
serially_homologous_to,MP,2
in_proximal_side_of,MP,2
in_distal_side_of,MP,2
has_dendrite_location,MP,2
ends,UBERON_BASE,2
inverse_bspo_0000125,UBERON_BASE,2
inverse_disease_has_basis_in_development_of,EFO,2
derives_from,CL,2
inverse_in_proximal_side_of,MP,2
capable_of_regulating,CL,2
innervates,CL,2
bspo_0000125,UBERON_BASE,2
bspo_0000124,UBERON_BASE,2
trunk_part_of,MP,2
disease_has_basis_in_development_of,EFO,2
derives_into,CL,2
inverse_has_about_it,EFO,2
inverse_capable_of_regulating,CL,2
innervated_by,CL,2
ends_with,UBERON_BASE,2
inverse_serially_homologous_to,MP,2
lumen_of,UBERON_BASE,2
bspo_0000097,UBERON_BASE,2
has_about_it,EFO,2
adjacent_to,DOID,2
inverse_has_dendrite_location,MP,2
inverse_trunk_part_of,MP,2
has_gene_template,MP,2
immediately_preceded_by,MP,2
regulated_by,EFO,2
derives_from,MP,2
regulates,EFO,2
inverse_adjacent_to,DOID,2
inverse_has_gene_template,MP,2
inverse_part_of_progression_of_disease,EFO,2
part_of_progression_of_disease,EFO,2
immediately_precedes,MP,2
derives_into,MP,2
distal_to,MP,2
end,FALDO,2
begin,FALDO,2
inverse_end,FALDO,2
inverse_begin,FALDO,2
method,UNIPROT,2
inverse_method,UNIPROT,2
hasinformationoutput,NPOSKCAN,2
hasforwardconnectionphenotype,NPOSKCAN,2
inverse_hasinformationoutput,NPOSKCAN,2
inverse_hasforwardconnectionphenotype,NPOSKCAN,2
has_culture_source,SENNET,2
inverse_has_culture_source,SENNET,2
MTH_OS,,1
DT,,1
after,SNOMEDCT_US,1
has_expanded_form,OMIM,1
inverse_ends_during,GO,1
ends_during,GO,1
has_form,MTH,1
has_excluded_route_of_administration,CPT,1
germ_origin_of,FMA,1
away_from,SNOMEDCT_US,1
expanded_form_of,OMIM,1
smaller_than,HL7V3.0,1
has_subject_relationship_context,SNOMEDCT_VET,1
allele_absent_from_wild_type_chromosomal_location,NCI,1
route_of_administration_of_excluded,CPT,1
has_germ_origin,FMA,1
chromosomal_location_of_wild_type_gene,NCI,1
expanded_form_of,PDQ,1
panel_element_of_possibly_included,CPT,1
larger_than,HL7V3.0,1
internal_to,FMA,1
form_of,MTH,1
has_finding_informer,SNOMEDCT_VET,1
has_expanded_form,PDQ,1
is_qualified_by,NCI,1
has_excluded_approach,CPT,1
expanded_form_of,HCDT,1
finding_context_of,MEDCIN,1
imaged_anatomy_has_procedure,NCI,1
towards,SNOMEDCT_US,1
approach_of_excluded,CPT,1
has_finding_context,MEDCIN,1
external_to,FMA,1
has_expanded_form,HCPT,1
inverse_posteriorly_connected_to,UBERON_BASE,1
procedure_has_imaged_anatomy,NCI,1
2D_boundary_of,UBERON_BASE,1
inverse_trunk_part_of,UBERON_BASE,1
has_component,OBI,1
starts,OBI,1
provisions,OBI,1
qualifier_applies_to,NCI,1
surrounded_by,OBI,1
inverse_bspo_0015012,UBERON_BASE,1
before,SNOMEDCT_US,1
inverse_has_component,OBI,1
starts_with,OBI,1
inverse_provisions,OBI,1
existence_starts_during_or_after,MP,1
has_expanded_form,HCDT,1
confers_advantage_in,MP,1
surrounds,OBI,1
in_outermost_side_of,MP,1
is_aggregate_of,OBIB,1
specifies_value_of,OBIB,1
inverse_existence_ends_during_or_before,UBERON_BASE,1
starts,OBIB,1
history_of,OBIB,1
negatively_regulates,OBIB,1
has_input,UBERON_BASE,1
subject_relationship_context_of,SNOMEDCT_VET,1
provides_service_consumer_with,OBIB,1
has_member,OBIB,1
results_in_formation_of_anatomical_entity,OBIB,1
has_disposition,OBIB,1
is_subordinate_authority_of,OBIB,1
owns,OBIB,1
administrates,OBIB,1
inverse_is_aggregate_of,OBIB,1
inverse_specifies_value_of,OBIB,1
starts_with,OBIB,1
inverse_history_of,OBIB,1
negatively_regulated_by,OBIB,1
inverse_provides_service_consumer_with,OBIB,1
member_of,OBIB,1
formed_as_result_of,OBIB,1
disposition_of,OBIB,1
inverse_bspo_0015202,UBERON_BASE,1
inverse_is_subordinate_authority_of,OBIB,1
is_owned_by,OBIB,1
inverse_administrates,OBIB,1
related,EDAM,1
inverse_existence_starts_during_or_after,UBERON_BASE,1
correlated_with,PATO_BASE,1
inverse_bspo_0015009,UBERON_BASE,1
inverse_related,EDAM,1
inverse_has_constituent_monomer,MP,1
inverse_correlated_with,PATO_BASE,1
disease_has_basis_in_accumulation_of,EFO,1
inverse_correlated_with,MP,1
layer_part_of,UBERON_BASE,1
expresses,MP,1
inverse_related_to,EFO,1
has_presynaptic_terminal_in,MP,1
existence_ends_during_or_before,MP,1
inverse_regulates_characteristic,MP,1
has_potential_to_directly_develop_into,CL,1
synapsed_by,UBERON_BASE,1
directly_develops_from,UBERON_BASE,1
existence_starts_and_ends_during,CL,1
inverse_posteriorly_connected_to,MP,1
has_sensory_dendrite_in,CL,1
existence_ends_during,CL,1
has_presynaptic_terminal_in,CL,1
has_possibly_included_panel_element,CPT,1
has_potential_to_develop_into,CL,1
related_to,EFO,1
fasciculates_with,CL,1
posteriorly_connected_to,UBERON_BASE,1
connected_to,CL,1
has_2D_boundary,UBERON_BASE,1
in_innermost_side_of,MP,1
has_potential_to_directly_develop_into,MP,1
existence_starts_during,CL,1
has_dendrite_location,CL,1
involved_in_regulation_of,CL,1
trunk_part_of,UBERON_BASE,1
inverse_has_potential_to_directly_develop_into,CL,1
inverse_existence_starts_during_or_after,MP,1
layer_part_of,MP,1
inverse_confers_advantage_in,MP,1
inverse_existence_starts_and_ends_during,CL,1
bspo_0015012,UBERON_BASE,1
inverse_has_sensory_dendrite_in,CL,1
inverse_in_outermost_side_of,MP,1
inverse_existence_ends_during,CL,1
has_postsynaptic_terminal_in,CL,1
expressed_in,MP,1
inverse_has_potential_to_develop_into,CL,1
inverse_decreased_in_magnitude_relative_to,EFO,1
has_fasciculating_neuron_projection,CL,1
inverse_has_plasma_membrane_part,EFO,1
inverse_connected_to,CL,1
has_postsynaptic_terminal_in,MP,1
inverse_existence_starts_during,CL,1
inverse_has_dendrite_location,CL,1
finding_informer_of,SNOMEDCT_VET,1
inverse_involved_in_regulation_of,CL,1
inverse_existence_ends_during_or_before,MP,1
involved_in_regulation_of,MP,1
by_means,MP,1
expanded_form_of,HCPT,1
decreased_in_magnitude_relative_to,EFO,1
has_plasma_membrane_part,EFO,1
existence_ends_during_or_before,UBERON_BASE,1
input_of,UBERON_BASE,1
inverse_in_innermost_side_of,MP,1
inverse_has_potential_to_directly_develop_into,MP,1
bspo_0015202,UBERON_BASE,1
inverse_layer_part_of,MP,1
existence_starts_during_or_after,UBERON_BASE,1
bspo_0015009,UBERON_BASE,1
inverse_layer_part_of,UBERON_BASE,1
has_intermediate,MP,1
inverse_involved_in_regulation_of,MP,1
synapsed_to,UBERON_BASE,1
directly_develops_into,UBERON_BASE,1
results_in_distribution_of,MP,1
inverse_by_means,MP,1
inverse_capable_of,EFO,1
capable_of,EFO,1
inverse_has_intermediate,MP,1
inverse_results_in_distribution_of,MP,1
inverse_disease_caused_by_reactivation_of_latent_infectious_agent,EFO,1
has_constituent_monomer,MP,1
correlated_with,MP,1
disease_caused_by_reactivation_of_latent_infectious_agent,EFO,1
regulates_characteristic,MP,1
posteriorly_connected_to,MP,1
inverse_disease_has_basis_in_accumulation_of,EFO,1
semidominant_inheritance,CLINGEN,1
autosomal_dominant_inheritance_with_paternal_imprinting_hp_0012274,CLINGEN,1
inverse_semidominant_inheritance,CLINGEN,1
inverse_autosomal_dominant_inheritance_with_paternal_imprinting_hp_0012274,CLINGEN,1
after,FALDO,1
before,FALDO,1
member,FALDO,1
inverse_after,FALDO,1
inverse_before,FALDO,1
inverse_member,FALDO,1
member,UNIPROT,1
type,UNIPROT,1
existence,UNIPROT,1
sequence,UNIPROT,1
modification,UNIPROT,1
based_on,UNIPROT,1
inverse_member,UNIPROT,1
inverse_type,UNIPROT,1
inverse_existence,UNIPROT,1
inverse_sequence,UNIPROT,1
inverse_modification,UNIPROT,1
inverse_based_on,UNIPROT,1
has_monosaccharide,GLYCORDF,1
has_signal,GLYCORDF,1
inverse_has_monosaccharide,GLYCORDF,1
inverse_has_signal,GLYCORDF,1
refers_to,GLYCOCOO,1
inverse_refers_to,GLYCOCOO,1
has_role,NPO,1
delineates,NPO,1
isdelineatedby,NPO,1
role_of,NPO,1
inverse_delineates,NPO,1
inverse_isdelineatedby,NPO,1
hasresolution,NPOSKCAN,1
transforms,NPOSKCAN,1
has_role,NPOSKCAN,1
hasdirectionmappedtopositivex,NPOSKCAN,1
hasinformationinput,NPOSKCAN,1
ismeasurementof,NPOSKCAN,1
names,NPOSKCAN,1
hasdirectionmappedtopositivez,NPOSKCAN,1
hasdirectionmappedtopositivey,NPOSKCAN,1
has_member,NPOSKCAN,1
annotates,NPOSKCAN,1
inverse_hasresolution,NPOSKCAN,1
inverse_transforms,NPOSKCAN,1
role_of,NPOSKCAN,1
inverse_hasdirectionmappedtopositivex,NPOSKCAN,1
inverse_hasinformationinput,NPOSKCAN,1
inverse_ismeasurementof,NPOSKCAN,1
inverse_names,NPOSKCAN,1
inverse_hasdirectionmappedtopositivez,NPOSKCAN,1
inverse_hasdirectionmappedtopositivey,NPOSKCAN,1
member_of,NPOSKCAN,1
inverse_annotates,NPOSKCAN,1
part_of,STELLAR,1
has_part,STELLAR,1
part_of,DCTH,1
has_part,DCTH,1
part_of,RIBCA,1
has_part,RIBCA,1
